"","x"
"1",0.996020232687877
"2",1.41296846584157
"3",1.02278622235846
"4",1.10387228670312
"5",0.728671377375999
"6",0.906751586406592
"7",0.491016510740495
"8",1.21497319456653
"9",0.823169261997406
"10",1.25979716901453
"11",0.974365673155709
"12",0.843998204258751
"13",1.10405732349404
"14",0.643977553938307
"15",0.73400940692139
"16",0.676943559741111
"17",0.810766663181262
"18",1.30794421958091
"19",1.22066699436252
"20",1.53404131601215
"21",1.04453722918081
"22",0.716970404040491
"23",0.708068158154888
"24",1.2597722027513
"25",1.23228966674702
"26",1.02574517866217
"27",1.25105678451878
"28",-1.54753127015497
"29",0.121360433968315
"30",1.29698077235907
"31",0.815983576093355
"32",0.967210408123607
"33",0.613827768701471
"34",1.00964250963607
"35",0.775386067851433
"36",0.782808772061655
"37",0.787970711157036
"38",1.13524493715292
"39",0.86608606121882
"40",1.83040301905945
"41",1.22439150565375
"42",1.08436150444225
"43",0.764098456362518
"44",1.22779997741271
"45",0.70944253474889
"46",1.27222751921705
"47",1.08489936318221
"48",1.08526513933709
"49",1.24727050054739
"50",0.974050247709005
"51",1.02473552224196
"52",1.29544765804192
"53",1.23664221833124
"54",1.03574910798764
"55",0.897562870508211
"56",1.35452831788496
"57",1.12468988411944
"58",0.813431378008074
"59",1.00646006848313
"60",1.3102884927343
"61",1.15972161879585
"62",1.2436762175201
"63",0.88877920647263
"64",0.486357619102318
"65",1.11405196064136
"66",1.08667452123766
"67",0.774217577575128
"68",1.36770238637252
"69",0.736842580679653
"70",0.889455350332275
"71",0.94294715271296
"72",1.2794286737821
"73",0.94291154447594
"74",1.37291508235291
"75",1.50156952518422
"76",0.841062440087464
"77",1.15059553847772
"78",1.26537079806128
"79",0.859304067274888
"80",0.749498667318234
"81",1.2351080545372
"82",0.626580351043144
"83",0.953717836108416
"84",1.4058323949289
"85",0.596369061161631
"86",0.745218093003113
"87",1.09184712702067
"88",1.34136956447632
"89",1.12898472533726
"90",0.632897842125945
"91",0.886898930110801
"92",1.06879403054498
"93",1.25212302809954
"94",1.15903155009849
"95",0.78579276543619
"96",1.44916641253761
"97",0.560088500787782
"98",0.441372620882425
"99",1.24640946879724
"100",1.69946870931035
"101",0.944807461266011
"102",1.01749167941869
"103",0.818967578295702
"104",1.10626859350355
"105",1.03447049049398
"106",1.55728993124485
"107",0.772246970068122
"108",1.13368674401529
"109",0.725150638336915
"110",0.99154155449207
"111",1.08431202831447
"112",1.43391260446974
"113",1.13839310803666
"114",0.882075031964795
"115",0.475286752375073
"116",1.30173222762676
"117",0.470418891876121
"118",1.11365991123034
"119",1.56324762526457
"120",1.97961697212028
"121",1.90436913920131
"122",1.00481934002504
"123",1.49004674686948
"124",0.585157959665768
"125",0.765451982603188
"126",0.95298960002378
"127",0.831167001203576
"128",0.416734200210079
"129",1.10081388444765
"130",1.43462062855053
"131",0.597642673142718
"132",0.793941134104997
"133",0.646730203430036
"134",0.890654627498057
"135",0.934865022006062
"136",1.12443410436485
"137",1.19762753713781
"138",1.17943861896733
"139",0.773440545271048
"140",0.718894508975165
"141",1.12830363479363
"142",0.529898995982956
"143",1.11872900361141
"144",1.29220999906186
"145",0.823109495474547
"146",1.18884211408718
"147",1.31933732897219
"148",0.801098636992791
"149",1.2325083449318
"150",0.705604990197601
"151",1.64017853196807
"152",0.599775628177462
"153",1.1223415650097
"154",0.497967899648499
"155",1.2533172277966
"156",1.38569059276418
"157",1.09324434802356
"158",0.946460365084315
"159",0.903437792544074
"160",1.69482566480973
"161",1.06676500145332
"162",1.18006912918461
"163",0.914699988577589
"164",0.615574600036375
"165",1.03980315348682
"166",0.613475190968676
"167",0.526371529177603
"168",0.712233952573636
"169",0.356318636169581
"170",0.547104644379074
"171",0.577438006016885
"172",0.875736983739469
"173",-0.807916773254612
"174",0.489202660515863
"175",0.666913834594741
"176",0.863594473632162
"177",1.37432756753575
"178",0.941134343722511
"179",1.34059820206389
"180",0.686430081800813
"181",1.27605718832909
"182",0.579523072361635
"183",0.798502358474788
"184",3.8750790005017
"185",1.28713576797393
"186",0.589196649202795
"187",0.852374784962302
"188",0.919445345405144
"189",0.79983641185329
"190",0.747295513279951
"191",1.0002604376991
"192",1.02543117860847
"193",0.881578143962914
"194",0.610554121526184
"195",1.06621218267967
"196",0.808930744087896
"197",0.722995287776353
"198",1.03309304239234
"199",0.856536256408727
"200",1.03378101704805
"201",1.22056191769158
"202",0.971979943130858
"203",1.15504542149138
"204",1.10296727669605
"205",0.762038225040807
"206",1.29394472212129
"207",0.90798959631926
"208",1.25879894381817
"209",1.69555708047758
"210",1.06364085478959
"211",0.989272151120354
"212",1.18706476805271
"213",1.08249885334518
"214",0.911406357349826
"215",1.253522157041
"216",0.806024636736322
"217",0.585769672901714
"218",0.839710180439055
"219",1.86199413524284
"220",1.28532209166756
"221",1.37967333109441
"222",0.455511831311895
"223",0.774720139095221
"224",0.675100348263729
"225",1.2123032888506
"226",1.2811986454485
"227",1.60313605834971
"228",1.22374280225825
"229",0.353952268214827
"230",0.922099916413384
"231",0.856432287777031
"232",0.960573823692219
"233",0.879327838143663
"234",0.607099424483294
"235",0.5487200974269
"236",1.15963532110277
"237",0.985071996882345
"238",1.43711617974564
"239",0.924605039338635
"240",0.791415640558922
"241",1.20081845635556
"242",0.892909192616869
"243",0.563364640924845
"244",0.86837112452106
"245",0.993746229000773
"246",0.0284128503117053
"247",0.706105816864638
"248",0.962399732616395
"249",1.14879417827905
"250",0.954049611275075
"251",0.52952915401188
"252",0.848291770978418
"253",1.2056093831094
"254",0.775011005736902
"255",0.625158249206223
"256",2.48941534179592
"257",0.557767387010874
"258",0.691760370193484
"259",0.731533284197613
"260",0.657620139241939
"261",0.842522711102942
"262",1.12862806925067
"263",0.943808270775523
"264",0.989996077398315
"265",0.599955403398541
"266",0.860207058533391
"267",0.536882745256872
"268",0.962976660097187
"269",0.894683589915459
"270",1.23023004327271
"271",1.42792177018533
"272",1.04793271141322
"273",0.769170782630137
"274",1.37827146754501
"275",1.12645762481311
"276",1.34647093552176
"277",1.07876254199729
"278",0.862986752122628
"279",1.09131451572648
"280",1.30198720677779
"281",2.24027540336984
"282",1.34751695133129
"283",1.1841427560478
"284",1.19249511025692
"285",1.13586813704363
"286",1.38161125457662
"287",1.12713979611999
"288",0.894986896001387
"289",1.34606480733716
"290",0.900099354380889
"291",1.32008952447986
"292",1.27988431367142
"293",1.24774307366632
"294",1.26880641936432
"295",1.06415396611699
"296",1.40072118166749
"297",0.702857708249302
"298",1.07187168383946
"299",1.11990281655291
"300",1.43786233951142
"301",0.620820475205264
"302",1.7573017256377
"303",0.993619217050137
"304",1.47058812254406
"305",1.85110180392042
"306",0.921872837745416
"307",0.590766614686428
"308",0.852247980581305
"309",1.56730404256884
"310",0.402742595211469
"311",1.18068084471043
"312",1.1310272983469
"313",2.31806691102614
"314",1.04944851135052
"315",0.683054684353144
"316",0.841998717196974
"317",1.35822366825805
"318",0.832741939726183
"319",1.53027661996048
"320",1.12686292062222
"321",1.10920451931658
"322",1.24786067253456
"323",0.929064081698887
"324",1.35204955111686
"325",1.05921719584531
"326",1.32523578527863
"327",1.12785872234606
"328",0.590837201213745
"329",0.985321630993107
"330",0.572125931103234
"331",0.952063002858948
"332",0.963246220945951
"333",1.12079319246442
"334",1.64021068826166
"335",1.08399096297954
"336",0.848699040026363
"337",0.982973431563631
"338",1.03047447659155
"339",0.835369723403009
"340",1.58340421913545
"341",0.564164976074066
"342",0.313512584317088
"343",1.10453990900909
"344",0.9302303990058
"345",0.571178702154362
"346",1.12955402959122
"347",1.67239303135946
"348",0.889027583566195
"349",0.808159453655427
"350",0.724797064956093
"351",0.950561765361723
"352",0.753053484832932
"353",0.952280941375403
"354",0.436520279681163
"355",1.13970765593659
"356",0.822412840683988
"357",0.700238165464381
"358",0.701592120006293
"359",1.10597878564808
"360",0.983481784079251
"361",0.799514537613184
"362",1.32989480648089
"363",0.805663916364114
"364",0.747726480187478
"365",1.15551307477971
"366",0.787268751260236
"367",1.03607093832266
"368",0.459990023322634
"369",1.06647754694164
"370",0.98594561909633
"371",1.06624867333898
"372",0.955637166254322
"373",1.23741242823714
"374",1.2433080748281
"375",1.484209870205
"376",0.459446684183398
