"","x"
"1",-1.23142843359866
"2",-1.03060658594372
"3",0.405834879184162
"4",2.4752821038745
"5",-0.459434082966974
"6",-2.41243964869485
"7",0.411410665399879
"8",-0.472677639856133
"9",0.584374721749335
"10",1.65996384290959
"11",0.459369255565847
"12",-0.423207382072974
"13",-2.23332504246886
"14",-0.613109639456067
"15",-2.32262567959263
"16",1.94327744416194
"17",1.57934555268069
"18",-1.12230511956449
"19",2.14782269239913
"20",0.66271763962158
"21",0.350773541586815
"22",-0.611373007190034
"23",0.107937062068466
"24",-0.793639458491905
"25",0.39309344981218
"26",0.802396219654009
"27",0.919406602167431
"28",1.14127894447316
"29",-0.633118384317681
"30",0.0575895239210886
"31",0.0862194961773102
"32",1.15062178347825
"33",-2.81826329066832
"34",0.50172329335424
"35",-1.18472837381307
"36",-0.731440598881853
"37",-2.56816344716663
"38",-1.98374032543625
"39",0.493926241342288
"40",-0.714381813656875
"41",0.152602105943916
"42",2.5321516835557
"43",-2.1750507004562
"44",-0.387596333823267
"45",-1.00181379446099
"46",0.0904232055185843
"47",-2.43891388771178
"48",0.39725205436244
"49",0.133577375929023
"50",0.156341152721985
"51",1.18386631102434
"52",-0.836992719798141
"53",0.590657979849723
"54",0.529603635951215
"55",-1.76472964486463
"56",0.107910743730327
"57",-1.26294543065987
"58",-1.35890641768283
"59",1.82007894263105
"60",-2.38876927500717
"61",-0.618417946554454
"62",-0.00954851459069631
"63",0.400258066794595
"64",-0.359538064526463
"65",-0.957598131480695
"66",-1.17252286790086
"67",2.06760930192408
"68",1.85145735136334
"69",-0.366145412312347
"70",1.93904669607736
"71",-0.585484116973714
"72",-0.386842274267336
"73",-1.17126529808481
"74",-0.745946472684994
"75",-2.76948105304584
"76",1.09870112854164
"77",1.11418895577719
"78",0.577410941606509
"79",-1.29295936254361
"80",0.724926747114308
"81",-0.437429656393954
"82",-0.391346437445461
"83",0.496947940387681
"84",-3.02454611860264
"85",-0.893553864028681
"86",-0.581995265666391
"87",0.379824094554056
"88",-0.707358025174573
"89",0.340951088983273
"90",-0.721322432866998
"91",0.0878106579081497
"92",1.32892956572042
"93",-1.52817227900925
"94",1.00266440717086
"95",2.03292001979637
"96",0.630017638148386
"97",2.06422972239406
"98",0.141256361020862
"99",0.441929220019333
"100",0.55978027187692
"101",-0.401344697147026
"102",-0.608094256107937
"103",-0.650188176685594
"104",-0.949664837033976
"105",-1.29746303159962
"106",0.314068322853867
"107",-1.16392837111891
"108",-0.991084591328952
"109",-2.55540269385243
"110",0.0174066071427222
"111",-0.665917866440609
"112",1.38046258531058
"113",2.60049739661
"114",-2.150544560133
"115",-0.0349566833977379
"116",-1.15565348195196
"117",2.40826797142665
"118",-1.0200902852221
"119",-1.14977110505114
"120",-0.0252196395782256
"121",-1.06313605033532
"122",-0.598431808130286
"123",-3.01690467198399
"124",2.01975288585667
"125",0.778685292583982
"126",0.0641981586517807
"127",-1.72382947290672
"128",-0.595737546726646
"129",1.87583466220605
"130",-0.380465843074706
"131",-0.385071521711533
"132",-0.347940372891692
"133",-1.36904703405773
"134",1.08449536949145
"135",0.137173353966791
"136",-0.320690345982353
"137",-0.588774670820356
"138",1.44268447318618
"139",0.219909416354106
"140",0.588973395258593
"141",2.03453955754098
"142",-1.08364481572963
"143",0.13093661362577
"144",0.155484284618959
"145",-1.04131994535623
"146",2.53203693704338
"147",0.353417637659821
"148",0.00225478267276402
"149",0.366465292431294
"150",0.0946160099919602
"151",-1.03955077263715
"152",0.123932987562028
"153",1.36260624872846
"154",-0.514608751340991
"155",0.356296275626032
"156",-0.78402406893081
"157",-1.23255356508468
"158",-1.59602419455162
"159",-0.945483086489419
"160",0.393348070955547
"161",0.165023515236662
"162",-2.22530571898241
"163",-0.322809124628294
"164",0.366568162136981
"165",-0.798610126205018
"166",0.811402783407469
"167",0.694168034813169
"168",-1.72619716517943
"169",0.0566916708922636
"170",-0.318190161652943
"171",-0.563068754048349
"172",0.432313036500313
"173",0.18710233586843
"174",-2.26697491912345
"175",0.122504920861868
"176",-0.377975759062547
"177",2.08171641957467
"178",1.75144722250465
"179",0.208534613324987
"180",-1.38782739429377
"181",0.591279430704678
"182",0.383612210530697
"183",-1.11241523441821
"184",1.56290013698967
"185",-1.69505764080411
"186",1.38722289186086
"187",0.365355568038279
"188",-0.395614691915856
"189",0.329600415145999
"190",-0.748738774901261
"191",1.06238477138371
"192",0.72857457569408
"193",-0.41128279790837
"194",-1.74676529759812
"195",0.746009127620555
"196",1.20503917899638
"197",-0.663656889541283
"198",-0.530561655331667
"199",0.055064055599309
"200",-1.1353025403446
"201",0.399522553622604
"202",1.27941016426072
"203",1.62937483155422
"204",-0.503023893488169
"205",-0.631589345999979
"206",0.134505815631155
"207",-0.313246677208887
"208",0.322705125799457
"209",-2.08125590544982
"210",0.727351919909955
"211",-1.74658404710502
"212",2.0690765652725
"213",0.760474155742055
"214",0.544706681756971
"215",-1.73456544097351
"216",-0.376684310309803
"217",-0.316232456508747
"218",1.07507418158366
"219",1.61178095351225
"220",-0.832358182559005
"221",-0.961116974308889
"222",0.193851348485476
"223",-1.18404067825409
"224",0.675343449866763
"225",-0.921053610111901
"226",0.753714308816176
"227",1.97347229287149
"228",0.134758923605264
"229",-0.5966236265573
"230",2.12857852872809
"231",-2.5607761834561
"232",-0.604643458338102
"233",0.744022115456855
"234",1.64000769383705
"235",0.799019744425172
"236",2.08436677842301
"237",0.387194517410228
"238",0.142563317015962
"239",-2.60782372030499
"240",-1.09690656661977
"241",-1.02737944669586
"242",-0.808825957591
"243",0.998201378463928
"244",-1.31593011213841
"245",-0.659660696989669
"246",-1.73352205185859
"247",1.70136782817458
"248",-0.574495478445385
"249",-0.338074499717237
"250",-0.835141136727639
"251",0.871206212588748
"252",-0.68789169285351
"253",0.37712050822924
"254",0.703545598007636
"255",0.387589897156463
"256",0.363562838892466
"257",0.585545500769455
"258",1.78368484497018
"259",-1.1022581054735
"260",-1.61651554752295
"261",-0.97282925331224
"262",-0.392384068644943
"263",-0.581100460122927
"264",1.31901707389413
"265",-1.5119098700434
"266",-0.554731476754606
"267",0.332137262157221
"268",-0.648244104484306
"269",0.973839952387886
"270",-0.545292861640744
"271",0.086575102240093
"272",-1.00057292897462
"273",0.378405243507789
"274",-0.336326214826999
"275",0.473943833059718
"276",-0.340410451995408
"277",1.37115067474453
"278",1.1665141364503
"279",0.731132577097415
"280",-1.54080349840153
"281",-0.86571545393484
"282",1.57159967583409
"283",-1.28256463056916
"284",-0.0142891383792235
"285",1.68733053050855
"286",0.491709885512739
"287",-0.531907954756732
"288",-1.15531607536823
"289",0.0874706231281725
"290",-1.7438265477565
"291",-1.47261629479324
"292",0.578498328508931
"293",-0.347968184651052
"294",-0.606795008959289
"295",-2.36041646576443
"296",-0.393983939193843
"297",-1.12287572269728
"298",0.513484146454818
"299",-1.33200768620844
"300",-2.97655301413738
"301",1.49600426106422
"302",1.51793385046536
"303",-0.368857879313221
"304",0.624832169523946
"305",-0.0105042729464251
"306",-0.692636776895982
"307",-0.348172987363047
"308",0.877645675008215
"309",-0.859457417429749
"310",-1.74922541686603
"311",-0.626022010371356
"312",-0.611268628552324
"313",-2.9902071631105
"314",2.25952759360534
"315",-1.80193794362608
"316",-0.407570972600922
"317",-0.601118948108963
